attr_time,attr_x,attr_y,attr_z,attr_lat,attr_lng,attr_azimuth,attr_pitch,attr_roll,Label_ClimbingDown,Label_ClimbingUp,Label_Sitting,Label_Standing,Label_Walking
2015-03-11 07:58:30,-0.572834215747809,4.040499141035857,9.267384849003976,,,194.76087948717947,-19.141696367521373,-2.9051301717948705,False,False,False,False,False
2015-03-11 07:58:40,-0.042308325076763506,3.827231996887963,9.385793462655608,,,192.78299687242787,-17.3673927345679,0.10887586619547321,False,False,False,False,False
2015-03-11 07:58:50,0.7768103984604458,9.347797547423927,1.2542921686734283,49.48556833,8.45616457,228.0180408537118,-70.43409402183407,5.363386710109171,False,False,False,False,False
2015-03-11 07:59:00,1.2271018366197184,10.06455315995976,0.6308227742253517,,,264.911087142857,-80.78972595372237,7.57412314567405,False,False,False,False,False
2015-03-11 07:59:10,1.2614765198967612,9.902425490283408,-0.8971422696558704,,,177.86131005811637,-97.50737892585177,7.072242348545091,False,False,False,False,False
2015-03-11 07:59:20,1.3666832721048578,9.798866607287456,-0.7640472054149801,,,230.05491202456557,-96.61375045454535,8.2201197677899,False,False,False,False,False
2015-03-11 07:59:30,2.9863643550607315,9.52909361336032,-1.2766680709999996,,,41.60557844032253,-109.08449266733888,17.495050562500015,False,False,False,False,False
2015-03-11 07:59:40,2.0931247899030305,9.82588963109091,-0.4082210585260611,,,128.22571316823647,-98.73239741082155,12.241438663743487,False,False,False,False,False
2015-03-11 07:59:50,1.6320314318088534,9.678524255331988,-0.8063606313871227,,,184.3526813462525,-96.81008212424857,9.719285997607223,False,False,False,False,False
2015-03-11 08:00:00,2.127952951616128,8.42719052762096,-3.1675879853508055,,,147.15788995177422,-115.31609440725798,14.674940673024194,False,False,False,False,False
2015-03-11 08:00:10,1.2845978180100803,9.944365026431456,0.2396651413205646,,,170.91400474087553,-88.39668660441767,8.268023561744378,False,False,False,False,False
2015-03-11 08:00:20,0.7480317829088359,10.092969975502012,0.32574724340702804,,,124.55465589277107,-88.56536069277097,5.675402003674298,False,False,False,False,False
2015-03-11 08:00:30,0.8295751994905255,10.066132644758069,0.45160991458870964,,,256.00196500235893,-87.59550805443536,4.713603453447096,True,False,False,False,False
2015-03-11 08:00:40,1.0491497370360723,9.520315139346705,-1.571274022781564,,,232.78575048496995,-100.77413070941883,6.382633078376754,True,False,False,False,False
2015-03-11 08:00:50,1.0307975777839347,9.605048019036142,-2.3088000982208836,,,146.88844841750506,-105.9126418128773,5.868853583038229,True,False,False,False,False
2015-03-11 08:01:00,0.9332247586464643,9.725030834529285,-1.3426610609684857,,,83.3870613116466,-100.1835915562249,5.498234502096381,True,False,False,False,False
2015-03-11 08:01:10,0.5624153568366937,10.045489908266129,0.6995642505866935,,,106.8738567610442,-86.08266136746997,3.099962479246987,True,False,False,False,True
2015-03-11 08:01:20,0.5706531370038384,9.861125492279594,-0.4747653468909099,,,128.64514829611903,-95.50401237500007,2.8904758510282247,False,False,False,False,True
2015-03-11 08:01:30,0.9244507730828919,9.8389425539165,-0.6436245646700609,,,200.00408877266676,-96.74751180404037,5.053120692103031,False,False,False,False,True
2015-03-11 08:01:40,0.9734103893577458,9.669608569396377,-0.607456425490946,,,173.13100669482893,-96.66642075855131,5.107334449867202,False,False,False,False,True
2015-03-11 08:01:50,0.8702402786159417,9.74586256465458,-0.5823649886352655,49.48608849,8.45553553,120.79459100322887,-96.91901828674702,4.99771514134458,False,False,False,False,True
2015-03-11 08:02:00,0.8980348442072814,9.70051929241262,-0.5020283520533984,,,101.71200567908436,-95.93481313975902,4.590836579992769,False,False,False,False,True
2015-03-11 08:02:10,0.917982842750603,9.779545899427715,-0.6554535680863457,,,112.52528925694158,-96.93323512072426,4.952013541637019,False,False,False,False,True
2015-03-11 08:02:20,0.970382043462626,9.672792501448482,-0.5983424412101019,,,101.25753490302428,-96.7536840342742,5.003441894425405,False,False,False,False,True
2015-03-11 08:02:30,0.9166074117983967,9.75190136155631,-0.4929476542184371,49.48658649,8.45547888,108.47243506248492,-95.92042378957919,4.558021231612218,False,False,False,False,True
2015-03-11 08:02:40,0.8374694000120482,9.8327579680522,-0.32872678575341335,,,123.00107751257534,-95.42663114084492,4.41438641986781,False,False,False,False,True
2015-03-11 08:02:50,0.9665945408854432,9.532224872179327,-0.6336249889303796,,,108.2144992163541,-96.75969683749983,5.223110955818749,False,False,False,False,True
2015-03-11 08:03:00,0.6905473838614926,9.894135049504031,-0.3276822198346772,49.4870904,8.45575184,109.26906735020125,-93.70324405030182,3.7817244775311827,False,False,False,True,True
2015-03-11 08:03:10,0.5442352853682099,10.105574924547282,1.093823798631791,,,115.74785797188763,-83.17466275903615,2.9692251817269106,False,False,False,True,False
2015-03-11 08:03:20,0.4881444188508065,10.102994165322587,1.1435523090725805,,,115.97930897987939,-82.99340782696174,2.7801102730382286,False,False,False,True,False
2015-03-11 08:03:30,0.41340920153200017,10.093428844000002,0.9220836821739993,,,115.52635283333338,-84.54675542369489,2.345270806660643,False,False,False,True,False
2015-03-11 08:03:40,0.650341363608687,10.117158769696983,0.9017639719414146,,,118.3594526056339,-83.7260074668007,3.707423845472838,False,False,False,True,False
2015-03-11 08:03:50,0.8359106651179435,9.917902052082662,0.07350584841935504,,,104.58148093024197,-90.3125529274194,4.800258622689516,False,False,False,True,True
2015-03-11 08:04:00,1.0016656559811745,9.679536930821868,-0.5008812876275304,,,102.44473328747479,-96.71808998787878,5.283349310769696,False,False,False,False,True
2015-03-11 08:04:10,0.8376629030622498,9.792418333419679,-0.5450642988795181,,,99.0233152206413,-96.319278759519,4.514242751585169,False,False,False,False,True
2015-03-11 08:04:20,0.9551061873889564,9.80081608257831,-0.6029325770991972,,,98.04265574016071,-97.25486059036139,5.277110263782129,False,False,False,False,True
2015-03-11 08:04:30,0.9708781075299997,9.695048540631843,-0.6555763843571425,,,93.95167137018257,-97.12690006693721,5.464541672904665,False,False,False,False,True
2015-03-11 08:04:40,0.9245080035702806,9.761988397791153,-0.5779052424919674,,,90.24259828966002,-96.556331778,4.721033096624003,False,False,False,False,True
2015-03-11 08:04:50,0.8942113970241945,9.714636276719766,-0.5426245728669354,,,101.46307875040328,-96.32078820362906,4.7618498223703645,False,False,False,False,True
2015-03-11 08:05:00,0.7527740883046568,9.87910501475506,-0.6305025881174096,,,125.83302214818549,-97.15667994556466,3.9682669870362925,False,False,False,False,True
2015-03-11 08:05:10,0.5394490614058681,10.084311672640581,-0.5680843509755502,,,122.85624032634139,-94.98190104634139,2.6848225344243897,False,True,False,False,True
2015-03-11 08:05:20,0.8760892607828163,9.40987689581146,-2.0677131585560877,,,158.87619476099778,-106.9336694940618,6.490054848779096,False,True,False,False,False
2015-03-11 08:05:30,0.6830932800101998,9.451320699118,-2.004392142235998,,,118.90004313875485,-106.35529769477915,5.411528494385541,False,True,False,False,False
2015-03-11 08:05:40,0.6129385176631793,9.544381484344065,-1.687505141489737,,,205.06979522227823,-103.97675938911294,4.280164974707662,False,True,False,False,True
2015-03-11 08:05:50,0.5188554782504015,9.873765903020086,-0.48582824005622505,,,175.32475612745486,-95.6649710601203,2.508146633807613,False,False,False,False,True
2015-03-11 08:06:00,0.5614873600463711,9.718447196653225,-0.5642954864133064,,,149.10715100401598,-95.84351005421689,2.5834953538955823,False,False,False,False,True
2015-03-11 08:06:10,0.58124092982247,9.890742828866394,-0.4790887256882589,,,88.82593655940288,-96.13745730161948,3.013786910319835,False,False,False,False,True
2015-03-11 08:06:20,0.5080863824397593,10.037158182530115,-0.04358240784136494,,,83.49002432438873,-90.35050176753515,2.5448986259819626,False,False,False,False,True
2015-03-11 08:06:30,0.8400721176072147,9.980443325651306,-0.1460103210555109,,,125.8562622905811,-93.28680275951909,4.668945030008016,False,False,False,False,False
2015-03-11 08:06:40,0.33913191043266067,10.061708649193546,0.34936036641733814,,,198.4146774245474,-88.561797997988,1.0217297522052304,False,False,False,False,False
2015-03-11 08:06:50,0.48565803463943696,10.09821528269617,1.1730588739034213,,,196.60350279116457,-82.83976336345387,2.5459089620481903,False,False,False,False,False
2015-03-11 08:07:00,0.51043344623501,10.092634423541254,0.7944245475663999,,,198.59543837675335,-85.38970378557103,2.9255604735891754,False,False,False,False,False
2015-03-11 08:07:10,0.2192878775625001,10.119023466733875,-0.5883762754213708,,,208.44024717741925,-93.6690554576613,1.3389857621975818,False,False,False,False,False
2015-03-11 08:07:20,0.8376834360574904,10.0606645423077,-0.334130473989069,,,259.59042173387115,-94.04394275806457,4.7700990825229805,False,False,False,False,False
2015-03-11 08:07:30,0.7633784986410826,9.980311356713422,-0.20610645867835667,,,219.60665291999993,-93.86726665799995,4.291612368164,False,False,False,False,False
2015-03-11 08:07:40,0.8173573347235408,10.007092293259557,-0.17968676720160967,,,264.95519234427724,-93.68978343373509,4.3016962443194755,False,False,False,False,True
